,id,status,chemicalformula,job,subjob,project,timestart,timestop,totalcputime,computer,hamilton,hamversion,parentid,masterid
0,0,finished,Si2,lmp,/lmp,save/old_calculation,2024-05-22 15:17:06.620957,2024-05-22 15:17:07.104129,0.0,pyiron@2143eef18262#1,Lammps,0.1,,
